"condition","id","description","scene","url"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-43","There is a couch. There is a coffee table and there is a plant.","seedsents-maxent-rb1.s43-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s43/seedsents-maxent-rb1-s43-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-43","There is a couch. There is a coffee table and there is a plant.","seedsents-maxent1.s43-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s43/seedsents-maxent1-s43-00000-2.jpg"
"human","human-43","There is a couch. There is a coffee table and there is a plant.","desc2scene-4211","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4211/desc2scene-4211-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-44","There is a couch. There is a coffee table and there is a plant on the coffee table.","seedsents-random1.s44-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s44/seedsents-random1-s44-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-44","There is a couch. There is a coffee table and there is a plant on the coffee table.","seedsents-rulebased5.s44-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s44/seedsents-rulebased5-s44-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-44","There is a couch. There is a coffee table and there is a plant on the coffee table.","seedsents-maxent-rb1.s44-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s44/seedsents-maxent-rb1-s44-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-44","There is a couch. There is a coffee table and there is a plant on the coffee table.","seedsents-maxent1.s44-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s44/seedsents-maxent1-s44-00000-2.jpg"
"human","human-44","There is a couch. There is a coffee table and there is a plant on the coffee table.","desc2scene-4188","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4188/desc2scene-4188-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-45","There is a couch and there is a pillow on the couch.  There is a chair next to the couch.","seedsents-random1.s45-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s45/seedsents-random1-s45-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-45","There is a couch and there is a pillow on the couch.  There is a chair next to the couch.","seedsents-rulebased5.s45-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s45/seedsents-rulebased5-s45-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-45","There is a couch and there is a pillow on the couch.  There is a chair next to the couch.","seedsents-maxent-rb1.s45-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s45/seedsents-maxent-rb1-s45-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-45","There is a couch and there is a pillow on the couch.  There is a chair next to the couch.","seedsents-maxent1.s45-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s45/seedsents-maxent1-s45-00000-2.jpg"
"human","human-45","There is a couch and there is a pillow on the couch.  There is a chair next to the couch.","desc2scene-4091","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4091/desc2scene-4091-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-46","There is a lamp and there is a chair next to the lamp. There is a coffee table next to the chair.","seedsents-random1.s46-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s46/seedsents-random1-s46-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-46","There is a lamp and there is a chair next to the lamp. There is a coffee table next to the chair.","seedsents-rulebased5.s46-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s46/seedsents-rulebased5-s46-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-46","There is a lamp and there is a chair next to the lamp. There is a coffee table next to the chair.","seedsents-maxent-rb1.s46-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s46/seedsents-maxent-rb1-s46-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-46","There is a lamp and there is a chair next to the lamp. There is a coffee table next to the chair.","seedsents-maxent1.s46-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s46/seedsents-maxent1-s46-00000-2.jpg"
"human","human-46","There is a lamp and there is a chair next to the lamp. There is a coffee table next to the chair.","desc2scene-4195","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4195/desc2scene-4195-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-47","There is a coffee table and there is a lamp behind the coffee table. There is a chair in front of the coffee table.","seedsents-random1.s47-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s47/seedsents-random1-s47-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-47","There is a coffee table and there is a lamp behind the coffee table. There is a chair in front of the coffee table.","seedsents-rulebased5.s47-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s47/seedsents-rulebased5-s47-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-47","There is a coffee table and there is a lamp behind the coffee table. There is a chair in front of the coffee table.","seedsents-maxent-rb1.s47-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s47/seedsents-maxent-rb1-s47-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-47","There is a coffee table and there is a lamp behind the coffee table. There is a chair in front of the coffee table.","seedsents-maxent1.s47-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s47/seedsents-maxent1-s47-00000-2.jpg"
"human","human-47","There is a coffee table and there is a lamp behind the coffee table. There is a chair in front of the coffee table.","desc2scene-2621","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2621/desc2scene-2621-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-48","There is a desk and there is a lamp next to the desk.  There is a chair in front of the desk.","seedsents-random1.s48-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s48/seedsents-random1-s48-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-48","There is a desk and there is a lamp next to the desk.  There is a chair in front of the desk.","seedsents-rulebased5.s48-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s48/seedsents-rulebased5-s48-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-48","There is a desk and there is a lamp next to the desk.  There is a chair in front of the desk.","seedsents-maxent-rb1.s48-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s48/seedsents-maxent-rb1-s48-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-48","There is a desk and there is a lamp next to the desk.  There is a chair in front of the desk.","seedsents-maxent1.s48-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s48/seedsents-maxent1-s48-00000-2.jpg"
"human","human-48","There is a desk and there is a lamp next to the desk.  There is a chair in front of the desk.","desc2scene-4196","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4196/desc2scene-4196-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-49","There is a desk and there is a lamp next to the desk.  There is a chair in front of the desk.  There is a trash bin next to the desk.","seedsents-random1.s49-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s49/seedsents-random1-s49-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-49","There is a desk and there is a lamp next to the desk.  There is a chair in front of the desk.  There is a trash bin next to the desk.","seedsents-rulebased5.s49-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s49/seedsents-rulebased5-s49-00000-2.jpg"
"full-layout/seedsents-combo-trained","full-layout/seedsents-combo-trained-49","There is a desk and there is a lamp next to the desk.  There is a chair in front of the desk.  There is a trash bin next to the desk.","seedsents-maxent-rb1.s49-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-trained/s49/seedsents-maxent-rb1-s49-00000-2.jpg"
"full-layout/seedsents-combo-predefined","full-layout/seedsents-combo-predefined-49","There is a desk and there is a lamp next to the desk.  There is a chair in front of the desk.  There is a trash bin next to the desk.","seedsents-maxent1.s49-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-combo-predefined/s49/seedsents-maxent1-s49-00000-2.jpg"
"human","human-49","There is a desk and there is a lamp next to the desk.  There is a chair in front of the desk.  There is a trash bin next to the desk.","desc2scene-4138","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4138/desc2scene-4138-2.jpg"
